Reviews,ID,Rating,Product
"doesn’t fit snugly, falls out with any move of face , won’t noise cancel due to impossible to seal",5593,negative,Apple AirPods (2nd Generation)
head were not working i return it they never refund me my money,5594,negative,Apple AirPods (2nd Generation)
they stopped working after only 2 months of use.,5595,negative,Apple AirPods (2nd Generation)
"these sound great when in. but are useless when trying to speak on the phone. soif you’re trying to go hands free while speaking on the phone- know that you won’t be able to make even the slightest sound. washing a dish sounds to the listener, like you submerged the phone in a waterfall. so don’t plan on returning calls if going for a walk on gravel at a park. i don’t know anyone who’s happy with theirs for this reason",5596,negative,Apple AirPods (2nd Generation)
it came like new with everything wrapped up i opened up inside it said monkeys airpods and the right one didn’t work this are 1st not 2nd and used if i had known all this before i just would have bought the 2nd gen from apple just for $25 more lessons learned tho dont buy these!!!,5597,negative,Apple AirPods (2nd Generation)
we are older and found the sound wasn’t loud enough for us!  i wish apple would make ear buds for the hearing inpsired!,5598,negative,Apple AirPods (2nd Generation)
cannot hear most of the time,5599,negative,Apple AirPods (2nd Generation)
"i have owned these airpods for only three months and have been having trouble keeping them charged.  i can have them all charged and both will read 100% and when i go to use them one won’t play because it shows only 1 or 2% battery left, which right before i walk showed 100%.  i usually have to walk with only one airpod working which stinks.  of course, it is past the time for returns.  i follow the directions on line how to correct the problem, but nothing works.  not happy with this apple product.",5600,negative,Apple AirPods (2nd Generation)
i return the item and i’m still waiting to get a refund this was many many months ago i don’t know what to do yanking my hair out going crazy i would’ve radio five but i can’t because of that,5601,negative,Apple AirPods (2nd Generation)
these are not 2nd generation airpods with the lightning charging case. buyer beware!!,5602,negative,Apple AirPods (2nd Generation)
"they are new first gen air pods, yes they are new but these aren’t the second generation like stated.",5603,negative,Apple AirPods (2nd Generation)
had to send back could not set up on iphone,5604,negative,Apple AirPods (2nd Generation)
"if i had known the battery was this weak and could not hold a charge there is no way i would have paid $100+ for these. i would return them if it were an option. i can only use them for 30-40 minutes tops then the battery dies, constantly have to keep recharging. total garbage.",5605,negative,Apple AirPods (2nd Generation)
"can’t wear them for more than two hours (each ear) at a time, in a three day period, the buds are too big and hurt my ears!also, the “find my” feature on the buds, doesn’t  work! extremely disappointing that i spent $100 on something that i can’t use for more than an hour or two.",5606,negative,Apple AirPods (2nd Generation)
i recieved onlly box !!! not earpods onlly earpods box,5607,negative,Apple AirPods (2nd Generation)
don’t work very well very upset,5608,negative,Apple AirPods (2nd Generation)
ordered these headphones and the microphone stopped working literally a week after the return period had ended. i ordered another pair and the same thing happened but within 4 days of the end of the return period. it looks like apple doesn’t cover the product at all either.. i’m pretty upset because i just wasted $250 on defective products. i’m not rough on them at all. i use them at work to listen to music and in the car to talk on the phone on my way to/from work. i recommend ordering a different brand if you plan to utilize the microphone functionality.,5609,negative,Apple AirPods (2nd Generation)
one side stopped working and i did the forget device thing now it’s not working at all. should have returned it when i had the chance,5610,negative,Apple AirPods (2nd Generation)
connectivity issues,5611,negative,Apple AirPods (2nd Generation)
didn't work well,5612,negative,Apple AirPods (2nd Generation)
is not working good,5613,negative,Apple AirPods (2nd Generation)
the phone didn't work.  i returned it and they didn't give me my money back.,5614,negative,Apple AirPods (2nd Generation)
"after 3wk of use the left ear stop working properly, most likely a manufacturer defect, who know completely sudden.",5615,negative,Apple AirPods (2nd Generation)
this is my 2nd pair but these feel old the battery wont stay charged hmmm,5616,negative,Apple AirPods (2nd Generation)
no longer will connect to charging case. apple tech support showed me how these are not an apple product.,5617,negative,Apple AirPods (2nd Generation)
nowhere in the description did it say that this was a used product or that it was refurbished!! i got these as a birthday gift for my fiancé and she was so excited! i was helping her set them up and 1) they’re under the name “anna’s airpods” when i thought they were brand new and 2) theyre covered in earwax! that’s disgusting! im beyond angry.,5618,negative,Apple AirPods (2nd Generation)
"bought my airpods a few months ago & they stopped working , doesn’t connect to my phone anymore :(",5619,negative,Apple AirPods (2nd Generation)
my left air pod stopped working about 6 weeks after i received them. 🤷‍♀️,5620,negative,Apple AirPods (2nd Generation)
i have had 3 or 4 pairs of these airpods but for some reason the battery don't last long on these and can only use the left side. when i use the right airpod it disconnects from my phone. not sure if i just got a faulty pair but for $100 i'm a bit disappointed. i ordered these early july and didn't open them until last week so i missed the my chance to return or get a replacement. positive notes: the sound is great and item came on time.,5621,negative,Apple AirPods (2nd Generation)
"on the second day of using it, the charging case can't be fully charged.",5622,negative,Apple AirPods (2nd Generation)
i used them for my phone and they never stayed connected,5623,negative,Apple AirPods (2nd Generation)
item was defective,5624,negative,Apple AirPods (2nd Generation)
these don't have a long battery charge and for the price i'd rather by the $30 alternatives. i wish i had instead of assuming the apple name guaranteed me s superior product.,5625,negative,Apple AirPods (2nd Generation)
"you get what you pay for. they worked fine when i first got them, and i wasn't using them everyday. 2 months later, the sound that comes out is barely a whisper.",5626,negative,Apple AirPods (2nd Generation)
people can’t hear me when i only have one in,5627,negative,Apple AirPods (2nd Generation)
left airpod stopped charging. now they won’t connect to my phone or to my watch.,5628,negative,Apple AirPods (2nd Generation)
one side is not connnect,5629,negative,Apple AirPods (2nd Generation)
they work and sound good till they cut out which is often even when 15 feet away or less like in the pocket while mowing...,5630,negative,Apple AirPods (2nd Generation)
40 days in - won’t charge and left one doesn’t work. assuming they gave amz the ones that didn’t pass inspection,5631,negative,Apple AirPods (2nd Generation)
"first few weeks they were great other than the odd technical issue of having to put them back in the case to get them both to connect.then only one bud charges, doesn’t hold a charge either.i’m incredibly frustrated and missed the return window right as this started happening.",5632,negative,Apple AirPods (2nd Generation)
"wouldn’t hold a charge, returned within a week, still waiting on refund- weeks later.",5633,negative,Apple AirPods (2nd Generation)
received product and had only one pod in it and it was used. wth,5634,negative,Apple AirPods (2nd Generation)
after several months my right airpod fails to charge inside of the wireless case. the case seems to be unable to read that the airpod has been inserted. expected much better build quality for the price. very disappointed,5635,negative,Apple AirPods (2nd Generation)
"though we(for my wife) tried every option we could find scouring net including apple site, nothing would put their things in pairing mode.  cleaned tips and case port, attempted manual, phone off and on, every possibity opening/closing/buds in and out, as last resort reset phone only to find myself further aggravated having to reenter passwords and settings.  i sent this pair back and ordered another.  one more chance to get it right.",5636,negative,Apple AirPods (2nd Generation)
would like a replacement set since my return time was only a month.,5637,negative,Apple AirPods (2nd Generation)
"item was defective and it has been 2months since ive returned this item and still nothing, they are not reliable on returns. dont bother returning if they dont work they won’t answer or give you your money back",5638,negative,Apple AirPods (2nd Generation)
they disconnect every few minutes and won’t reconnect. can’t return them because it’s past the return window.,5639,negative,Apple AirPods (2nd Generation)
they don’t stay charge very long. i use the for talking,5640,negative,Apple AirPods (2nd Generation)
"it’s barely been two months i probably used them once every two or three days and i’m alredy having problems ! out of nowhere videos , music , or whatever i’m watching just stops for no reason",5641,negative,Apple AirPods (2nd Generation)
don’t think these are real does not hold a charge do not buy,5642,negative,Apple AirPods (2nd Generation)
battery is not good,5643,negative,Apple AirPods (2nd Generation)
the box that came with the airpods do not charge at all stays dead,5644,negative,Apple AirPods (2nd Generation)
el audífono derecho dejó de funcionar. la batería no dura más de 2 o quizás tres horas. no lo recomiendo en lo absoluto.,5645,negative,Apple AirPods (2nd Generation)
,5646,negative,Apple AirPods (2nd Generation)
i had these a few month and they stopped working,5647,negative,Apple AirPods (2nd Generation)
stopped working 3 weeks in. troubleshooting with no success. amazon is not a certified apple dealer so since i didn’t by apple care i am out my money! return was only good for one month. when i found out they were water damaged it was 4 1/2 weeks.,5648,negative,Apple AirPods (2nd Generation)
the ear pods don’t transfer quickly when i get out of my car and try to turn on i have to keep putting back in the charger box to get it or sometimes it doesn’t connect. i never had this problem when i order form the apple store,5649,negative,Apple AirPods (2nd Generation)
"for the first month, they were working really well and they connected right away. i started having trouble with the right ear bud and it would get extremely hot. eventually, it just stopped working. i tried to trouble shoot but the airpods wouldn't connect at all after that. i'm having to go through their outsourcer to send my airpods in to repair. very difficult situation and i'm not too happy. honestly, should've just stuck to the $20 wireless bluetooth headphones you can get on amazon, they work so much better.",5650,negative,Apple AirPods (2nd Generation)
straight garbage! they came with a shortage in the cord. do not spend your money on these.,5651,negative,Apple AirPods (2nd Generation)
"the airpods stopped charging i bought them in march, and now the case charges but the airpods do not.",5652,negative,Apple AirPods (2nd Generation)
"amazon sent me a used one with lots of dirt on it, embarrassing!! even with this condition, it did not work. returned it immediately.",5653,negative,Apple AirPods (2nd Generation)
we purchased these in november and one side recently quit working.  we tried cleaning both the case and airpod.  we placed the faulty airpod in another case just to make sure and got the same results.  not happy paying over a hundred dollars and did not even get a year out of them.,5654,negative,Apple AirPods (2nd Generation)
"i had to contact apple support 3 times in the past 4 months, requesting them to fix either my left airpod or my airpod case. they have “fixed it” and now for the third time, my case has stopped charging and i have to contact them once again. i do not recommend this purchasing this product.",5655,negative,Apple AirPods (2nd Generation)
worked great for 12 months. battery went from 4 1/2 hours to 2 hours.,5656,negative,Apple AirPods (2nd Generation)
"one bud stopped working after 3 months,  ridiculous for a $100 pair of headphones",5657,negative,Apple AirPods (2nd Generation)
"i have had my 2nd gen airpods for a few weeks and my battery life is only about 3.5 hours (listening mode) after a full charge, despite claims of 4-6 hours.",5658,negative,Apple AirPods (2nd Generation)
do not buy these they are impossible to return and drop the calls and pause the music all the time!!! they make ups pick up only for return so you have to take an entire day off work.,5659,negative,Apple AirPods (2nd Generation)
i get a lot of static when walking moving my phone.  fine if i'm not moving.,5660,negative,Apple AirPods (2nd Generation)
i’ve only been using my airpods for a couple of months and they’re overheating. i cleaned them and went through all troubleshooting and still overheating.,5661,negative,Apple AirPods (2nd Generation)
"left headphone doesn’t work, i reset it many times, checked on another device, but doesn’t work.also serial number on the box and serial number on headphone is different",5662,negative,Apple AirPods (2nd Generation)
"i bought the refurbished airpods. easy to connect and fairly good sound. the packaging looked like it came brand new. i didn’t realize that the 2nd gen doesn’t come with noise canceling though. i am in the gym listening to everyone talk and clink weights around. i should’ve read the description better. otherwise, they pair effortlessly, even to my pc. battery life is on point as well.",5663,negative,Apple AirPods (2nd Generation)
won’t charge can’t talk thru them and know can’t even listen to my music 180.00 gone,5664,negative,Apple AirPods (2nd Generation)
battery life sucks !,5665,negative,Apple AirPods (2nd Generation)
the case will not charge past 31% regardless of how long it’s on the charger,5666,negative,Apple AirPods (2nd Generation)
"i bought these bc they stay in the ear while mountain biking and noise cancelling was really good.  i am irritated that every time i try to use them with my apple watch i have to ""forget device"" on my iphone. i have my iphone in my daypack for an emergency and listen to the music on my apple watch.  the i have to connect the device all over again to my phoine when i need them with my phone.  cant believe a company like apple did not account for this.  and yes...did all the fixes suggested in forums and all devices are updated. other than that they are great.  update. nope gotta turn phone off to use the airpods with the watch. even though i told iphone to forget the airpods they still go to the phone.  hope they fix this issue.",5667,negative,Apple AirPods (2nd Generation)
"i believe i was given a pair of refurbished airpods, because these were terrible. the sound quality was terrible and the battery life was even more awful. these ended up being returned and i will never use airpods again.",5668,negative,Apple AirPods (2nd Generation)
would not connect to any devices,5669,negative,Apple AirPods (2nd Generation)
"one ear bud will not charge. defective item!!!  buy from apple, at least it will be under warranty.",5670,negative,Apple AirPods (2nd Generation)
"this must be fake or were sold damaged and it’s too late to return.haven’t lasted a few months, the previous pair bought at the apple store still work after 2 years, these are a scam.",5671,negative,Apple AirPods (2nd Generation)
the imbalanced audio is a problem with the airpods themselves not my phone. nothing about the description indicated this would be an issue,5672,negative,Apple AirPods (2nd Generation)
got them for school and they aren’t even 2nd gen even tho it says they are,5673,negative,Apple AirPods (2nd Generation)
"of the dozen or so bluetooth devices i use regularly, the airpods are the least reliable. they frequently do not charge in their case and one usually will not connect when i put them on.",5674,negative,Apple AirPods (2nd Generation)
"i bought it for my sister as a gift and it did not work at all. since i did not check if it is working, return window is closed. it did not charge nor paired at all. selling crappy product.",5675,negative,Apple AirPods (2nd Generation)
battery life sucks,5676,negative,Apple AirPods (2nd Generation)
i do love having new air pods however i have found with these ones lately my phone calls sound like they're under water. everything else with them is great,5677,negative,Apple AirPods (2nd Generation)
"don't recommend these.had it for a little over a year, poor bluetooth connectivity throughout the experience of owning them, approaching 2 years, of use the earbuds simply will not connect via bluetooth to my phone.in my opinion, apple is more bs marketing than substance, but i really thought something as basic as connectivity wouldn't be an issue in 2022.",5678,negative,Apple AirPods (2nd Generation)
i didn’t think these could fall out of your ears so easily. otherwise i wouldn’t have bought them. definitely couldn’t wear them to take a walk.,5679,negative,Apple AirPods (2nd Generation)
"these are the second set of airpods i’ve had and not sure what happened on this production run, but these don’t hold a charge, don’t connect well, are unusable when they do. just be careful",5680,negative,Apple AirPods (2nd Generation)
each single charge should allow 3 hours talking time however this one drains so quickly - 2 hour tops. the case charging light is still red after charging whole night. so frustrating:(,5681,negative,Apple AirPods (2nd Generation)
the battery dies fast doesn’t even last a hour,5682,negative,Apple AirPods (2nd Generation)
i loved my airpods for like a week but then my right airpod just stopped working it says it’s charged but won’t work,5683,negative,Apple AirPods (2nd Generation)
"i wanted to love these, but the sound quality was so bad. it was entirely too low, i had to twist them a certain way to even hear. i compared them to my coworkers pair and the sound quality was night and day. disappointing",5684,negative,Apple AirPods (2nd Generation)
it messes up fast. one sound will be louder than the other side,5685,negative,Apple AirPods (2nd Generation)
"the details advises these air-pods battery life last over 24 hours.. i fully charged them and i have used them 2x now.. each time the battery only lasts 4 hours. for a $100 dollars i expected the battery life to be as described, lasting over 24 hours. i want a new pair.",5686,negative,Apple AirPods (2nd Generation)
the case loses charge quickly even when not being used and the right airpod quit working within 2 weeks of purchasing them.,5687,negative,Apple AirPods (2nd Generation)
bad quailty,5688,negative,Apple AirPods (2nd Generation)
it worked fine,5689,negative,Apple AirPods (2nd Generation)
"their is no noise cancellation on this product, sound quality is normal",5690,negative,Apple AirPods (2nd Generation)
bought these for a road trip and didn’t have the sound quality expected,5691,negative,Apple AirPods (2nd Generation)
"this is my 3rd pair of airpods, and the battery life is horrible! they die so quickly!almost as if i purchased a refurbished pair, and that’s not true.",5692,negative,Apple AirPods (2nd Generation)
between my husband and i we have purchased 3 airpods. at first they are so amazing. pair really easily. great sound quality. stay in ears. in all 3 just at the year mark things have stopped working. one speaker doesn’t work so you can’t talk on the phone. the airpods struggle to know they are in the case so it says they are dead even though the case is fully charged. the first time mine went bad i thought it was just a bum pair but after 3 doing this i know that it’s a problem.,5693,negative,Apple AirPods (2nd Generation)
when i receive my airpods they was dirty with wax all in the earbuds. very disappointing and disgusted.,5694,negative,Apple AirPods (2nd Generation)
one of them didn’t work,5695,negative,Apple AirPods (2nd Generation)
they are very real airpods i don’t know what some of the comments are talking about because they are real. the worst part about them is the charger and the airpods can both be at 100% and they die within like an hour one side the sound is a little lower than the other but other than that they work perfectly except for the dying so quickly.,5696,negative,Apple AirPods (2nd Generation)
received airpods but only the right airpod worked. no matter what i tried the left wouldn’t connect. the right airpod worked well.,5697,negative,Apple AirPods (2nd Generation)
constantly slips out of my ear does not stay like my earbuds.,5698,negative,Apple AirPods (2nd Generation)
"i bought these airpods so i could watch my lg c1 oled tv, which i found out doesn't let you control bluetooth volume.the only way you can control volume on airpods is either:1. through the volume controls on whatever device you're listening to (my lg tv doesn't have volume controls for with bluetooth 😠)2. saying ""hey siri, turn volume up/ down"". 😠i don't want to say ""hey siri, turn volume up/down"" out loud 200 times during a movie. first, there would be a significant loss of immersion and secondly, it will sound like i'm talking to myself in my apartment like some nut. especially in the later hours.dear apple, can you pretty please with sugar on top create a little remote control (that includes volume + - buttons) for these airpods? i bet you would make a lot of money selling them maybe $10-20 a pop.all i want is to watch my tv quietly while being able to turn the volume up and down with a simple click or tap. otherwise, i love how they feel (barely reach the ear canal, no itchy ears) and sound (when the volume is at the right level).but because of the volume thing, they're useless. returning.",5699,negative,Apple AirPods (2nd Generation)
"tbh they was good at first but within like a month or too they started cutting out in calls and stuff like that, one thing im glad went away tho, was the fact that they would disconnect by themselves and it would be so annoying, but that problem fixed throughout time",5700,negative,Apple AirPods (2nd Generation)
i ordered this for my step daughter and asked that her name be written in the carrying case. the name was missing.,5701,negative,Apple AirPods (2nd Generation)
not happy with this product. i have tried to reach out on returning..,5702,negative,Apple AirPods (2nd Generation)
when these work they are great. however we purchased multiple pairs and one had a connection issue. upon taking them to apple for support (after the return period with amazon) we were told these were not mew and had been previously used.,5703,negative,Apple AirPods (2nd Generation)
"one side stopped working after about 9 months, the other side still works.",5704,negative,Apple AirPods (2nd Generation)
there was horrible quality of sound bc you could only hear through one of the airpods after no more than 30 minutes and then both stopped working after 20-30 minutes even after charging all night. didn’t cancel out noise bc you could hear through them,5705,negative,Apple AirPods (2nd Generation)
"loved these things so much. however, one day they just stopped working. i couldn’t reconnect them at all and have a green light flashing. really sucks because they were great!",5706,negative,Apple AirPods (2nd Generation)
right earbud starting beeping and making noises,5707,negative,Apple AirPods (2nd Generation)
sound quality is not that great. they sound like some mediocre made in china stuff. the battery life is very poor as well. don’t buy it.,5708,negative,Apple AirPods (2nd Generation)
do not buy. airpods didn’t last a month and there were issues with one of the airpods not charging.  did what the help videos said multiple times to no avail.  support line also didn’t help.  that’s the last time i buy an apple product.,5709,negative,Apple AirPods (2nd Generation)
no. me agrado. que se apaga constantemente. y más del lado izquierdo. y no pueden estar separados ambos lados porque se detiene el video o música. o sr apagan los airpods,5710,negative,Apple AirPods (2nd Generation)
,5711,negative,Apple AirPods (2nd Generation)
the buds stopped working right at 30 days. amazon no longer will accept return.,5712,negative,Apple AirPods (2nd Generation)
when package was delivered there was no cushion or bubble wrap included. item was loose in the box. that also could be the reason why the item does not work.i will re ordering the item again and hope it is safely secured.,5713,negative,Apple AirPods (2nd Generation)
"so i have just bought these airpods and have had them for a few months now. normal routine gym and around the house. i’ve already had bring them in to apple for repair. but i did get apple care thinking it would be a easy repair or trade out. nah, i’ve been waiting a week and change for my airpods. overall they seem very cheaply made unfortunately. the quality is about the same of my $10 gym head phones that i have had for a few years now, yes they still work.but there is some positive things. they work great for iphones when they work. fairly easy to control and change songs by a tap of my ear.overall i would not recommend this product hopefully the newer airpods are better.",5714,negative,Apple AirPods (2nd Generation)
"this is a repetitive issue i have with these ipods. my first set started to show issues with charging in about a year from purchase date, and now in second one left earpiece stopped connecting to case. took it to apple store for repair since it was still under the warranty.",5715,negative,Apple AirPods (2nd Generation)
should be sold with the accessory package,5716,negative,Apple AirPods (2nd Generation)
no suenan bien,5717,negative,Apple AirPods (2nd Generation)
,5718,negative,Apple AirPods (2nd Generation)
i would have definitely gotten beats instead airpods are definitely overhyped but decent headphones.,5719,negative,Apple AirPods (2nd Generation)
"less than a year-- unable to return , l bud refuses to hold a charge. not worth the $.",5720,negative,Apple AirPods (2nd Generation)
"at first i was very happy w/ these. but after a month, the left one stopped working. so sad!",5721,negative,Apple AirPods (2nd Generation)
very bad sound quality,5722,negative,Apple AirPods (2nd Generation)
terrible came used and i still never got my money back,5723,negative,Apple AirPods (2nd Generation)
only one of the air pods worked,5724,negative,Apple AirPods (2nd Generation)
"i have bought 2 pairs of these same airpods in the past. i've never had an issue. i saw they were only $89 on prime day this year so i figured i snag a pair for my son. when i ordered they were back ordered and wouldn't arrive for 3 weeks. no big deal. i wasn't in any rush. well, i received them a few days ago and went to use them and connect them to my sons phone and the airpods wouldn't turn on when you press the button. which i thought was weird because when they are new they will automatically turn on. they may not be 100% charged but they'll turn on. these did not. so i plugged them in and instantly they tried to connect to my phone and said something along the lines of if these are not your airpods do not connect and they were already titled 'airpods de kevin'. both airpods and the case were at 1%.  so i begin to inspect them. they were dirty and full of lint. i didn't even dare put them in my ears and see if they worked. what the hell amazon! no where in the description for your prime day deal did it state they were used. also with the fact that they were used they didn't even have warranty. wow! down right wrong and absolutely disgusting! i am returning and won't be buying anything electronic from you anymore! i am disappointed and 1000% pissed off!",5725,negative,Apple AirPods (2nd Generation)
right ear phone went out within 1 month of purchase.  could not get it paired with device or repaired at apple store after several attempts.,5726,negative,Apple AirPods (2nd Generation)
not real don’t bother buying cause once u send back you will not receive a refund!,5727,negative,Apple AirPods (2nd Generation)
left airpod stopped working. i’ve tried resetting multiple times.,5728,negative,Apple AirPods (2nd Generation)
never worked. they did not show up under bluetooth and i tried many devices.,5729,negative,Apple AirPods (2nd Generation)
la batería no dura nada muy mal producto ya llebo 1 mes y no me an devuelto mi dinero,5730,negative,Apple AirPods (2nd Generation)
,5731,negative,Apple AirPods (2nd Generation)
it was bought in late june and stopped working at the end of july right after the return window was closed.,5732,negative,Apple AirPods (2nd Generation)
"i bought these airpods 6 months after my other pair unfortunately got damaged by water. about a month ago i started getting complaints that people on the tiger side of the phone we’re unable to hear me and that i keep cutting out. i rigorously clean my airpods quite often, but nothing helps. after 6 months of use, this should not be happening. i’ve had pairs for several years and the quality of the sound started deteriorating on my end but not that people were unable to hear me. i don’t know if these are a defective pair or not, but it is terrible. worst part is, is that the return for these is no longer applicable, so now i’m out after 6 months of use….",5733,negative,Apple AirPods (2nd Generation)
not happy with this purchase.  the air pods fall out of your ears and don't cancel the noise too well because they don't fit in your ears!,5734,negative,Apple AirPods (2nd Generation)
"i really loved these, until my left airpod kept disconnecting from my calls. i've had to pull it out of my ear and tap it to reconnect it, until last night when it wouldn't even turn back on. i've confirmed they both had battery life when these instances happened, so i don't know what the problem is. happy to update my review to 5 stars if you can assist and resolve the issue. i've only had these two months!",5735,negative,Apple AirPods (2nd Generation)
i thought they would be superior to other headphones but actually my $30 headphones are way better. they are also not very comfortable as they don’t have padding for the ear,5736,negative,Apple AirPods (2nd Generation)
one side doesn’t work already waist of money,5737,negative,Apple AirPods (2nd Generation)
"this product lasted about a month. now it doesn’t charge, and the left pod does not work. do not buy this product on here. go to the store and make sure it’s real!",5738,negative,Apple AirPods (2nd Generation)
"i have purchased numerous airpods gen 2 for myself, family and friends. so far three of them have developed the same problem: the microphones start to sound muffled or off on phone calls. much cleaning and resetting and fiddling does not fix this problem. since it has happened in the same way to 3 pairs of airpods i have purchased i would bet this is a design flaw. too bad cause i like them when they work. wish i knew if later models were better. time will tell, i guess.btw i don't think the problem airpods were just from amazon. i have purchased from best buy and apple. have not traced the particular units to sellers. just a head up to airpod buyers from me.",5739,negative,Apple AirPods (2nd Generation)
after 2 months they are already not working,5740,negative,Apple AirPods (2nd Generation)
could not keep in my ear. fell out a lot. lost them in a few days. useless if doing any physical work.,5741,negative,Apple AirPods (2nd Generation)
airpod case isn’t charging the airpods fast,5742,negative,Apple AirPods (2nd Generation)
"they work well, but can hear everything else in the background!  and they hurt my ears after a short time!",5743,negative,Apple AirPods (2nd Generation)
si pudiera darle cero estrellas lo haría. tengo justamente dos mésese que compre este artículo y ya el lado izquierdo no funciona  y la caja de carga no dura ni un día cargada 🚫🚫,5744,negative,Apple AirPods (2nd Generation)
,5745,negative,Apple AirPods (2nd Generation)
a los 15 días dejaron de funcionar los micrófonos malooooos quizás sea una copia,5746,negative,Apple AirPods (2nd Generation)
,5747,negative,Apple AirPods (2nd Generation)
very uncomfortable,5748,negative,Apple AirPods (2nd Generation)
this is not made by apple. awful and ripoff,5749,negative,Apple AirPods (2nd Generation)
"i bought these in “like new” condition. i received them like this, dirty and nasty. i feel like they were not checked. they were definitely used for a long time and then returned. will be returning then",5750,negative,Apple AirPods (2nd Generation)
"good sound,poor fit",5751,negative,Apple AirPods (2nd Generation)
it has great volume the noise cancellation is fair at best the mic won’t work at all!!! i have to disconnect them just to talk or pull up siri.,5752,negative,Apple AirPods (2nd Generation)
there is a known issue with the earbuds sound going out. i would not buy this generation.,5753,negative,Apple AirPods (2nd Generation)
so i bought these off here. i completely regret it now. these airpods don't last me but like 3 hours fully charged 😒😑 completely disappointed. i'm never buying anything like this off of amazon again.  i'm having to recharge them & recharge them. amazon sent me some refurbished ones or something. i'm passed my return date so i can't return them. my last ones i had lasted me way longer than 3 dang hours. smh very disappointed,5754,negative,Apple AirPods (2nd Generation)
lasted about little less than two years.  worked great until they didn't.  will buy again but wish they lasted longer.,5755,negative,Apple AirPods (2nd Generation)
airpods battery life is low,5756,negative,Apple AirPods (2nd Generation)
"these earbuds fell out constantly. washing the car, cleaning the porch, or even vacuuming the house. if you are sitting still and doing nothing they are fine. sooo disappointed and i missed the return date by three days",5757,negative,Apple AirPods (2nd Generation)
"supposed to be new, but the left ear pod died shortly after being used",5758,negative,Apple AirPods (2nd Generation)
the right airpod stopped working after about 6 weeks. can’t return at this point. waste of $100,5759,negative,Apple AirPods (2nd Generation)
cheap quality.  they broke too fast.,5760,negative,Apple AirPods (2nd Generation)
amazon should be refunding our money. they allow the sale of junk!  purchased 6/22 as 8/21 and the left airpod isn’t working and getting hot!! these are faulty! please refund asap,5761,negative,Apple AirPods (2nd Generation)
everything and listening to music,5762,negative,Apple AirPods (2nd Generation)
"these airpods were defective from the beginning. whenever i would use them for calls, i was told how muffled i sounded. i decided to test them myself by recording voice notes and one of them was indeed not working properly. i sent them to apple since it was under 3 months since i had them, and they said nothing was wrong with them even though i could clearly hear how faulty the mics were. i continued using them until the case would no longer accept charging. from start to end, i regret this purchase.",5763,negative,Apple AirPods (2nd Generation)
airpods gave me a lot of trouble either side airpods would just disconnect and stop working and it will literally take up to 10 tries to reconnect them together. the case no longer charges so now my money was wasted.,5764,negative,Apple AirPods (2nd Generation)
one of the earbuds will not hold a charge,5765,negative,Apple AirPods (2nd Generation)
"these have quit working after nine months…. this was my second set, as i use them so much i wanted a backup pair. when they quit working i did some research and although the listing clearly says “generation 2” their model number indicates they are “generation 1”.  if you order these i highly suggest you cross reference the serial number on apple’s website.  very disappointed…oh… & my original pair, that are confirmed generation 2…they’re still working after 3 years! !  maybe this vendor will read this and make some amends! i feel i was deceived & ripped off! bait & switch?",5766,negative,Apple AirPods (2nd Generation)
the sound quality was good and i enjoyed it while they lasted.  after two years the charging case stopped working.  seems they should last much longer than that...,5767,negative,Apple AirPods (2nd Generation)
connecting issues i also  think they’re fake,5768,negative,Apple AirPods (2nd Generation)
"they worked great, until they stopped working. i expected to get a couple years of battery life out of them but only got a couple of months. i would return them but i am now beyond the return date.",5769,negative,Apple AirPods (2nd Generation)
one of the airpods has not worked since the first week we got them. very disappointing and would like to talk to someone about an exchange,5770,negative,Apple AirPods (2nd Generation)
lo di como regalo y resulta que solo funcionó 1audifono  totalmente disgustada,5771,negative,Apple AirPods (2nd Generation)
,5772,negative,Apple AirPods (2nd Generation)
didn’t receive or hear any of my notifications from these.,5773,negative,Apple AirPods (2nd Generation)
only one airpod worked,5774,negative,Apple AirPods (2nd Generation)
"the box wasnt even sealed they look used, just buy them off apple, target or walmart.. im retuning these",5775,negative,Apple AirPods (2nd Generation)
they show on my phone as 1st generation. battery life for case is horrible!,5776,negative,Apple AirPods (2nd Generation)
"i never leave reviews. but i had to for these. they were super glitchy and didnt even hold a charge like the real apple ones do. so they were always dead and one side of the headphones wasn’t even working, super glitchy. buy from apple, these sucked.",5777,negative,Apple AirPods (2nd Generation)
didn't get the buds with the case,5778,negative,Apple AirPods (2nd Generation)
"they are worthless. they will not stay connected even though the battery is fully charged. now they are not connecting to my phone at all. i’ve done all of the suggested troubleshooting steps, and it still does not work. it makes angry to think that i have spent my hard earned money on this garbage.",5779,negative,Apple AirPods (2nd Generation)
"when we opened them up and went to pair them, they were already named ""dads airpods"".  sad.",5780,negative,Apple AirPods (2nd Generation)
i returned the product for a refund,5781,negative,Apple AirPods (2nd Generation)
one side worked for two minutes and then they wouldn’t work again. had to go to the apple store and wait a week for replacements. will never order this way again. only going to apple store. don’t waste your money or time purchasing from here👎🏾👎🏾👎🏾,5782,negative,Apple AirPods (2nd Generation)
i bought these for my boyfriend and they work well when he listens to music but when we’re on facetime he can’t hear me out of them but other than that they’re fine,5783,negative,Apple AirPods (2nd Generation)
"major issue with people not able to hear (mic) i’m guessing because i use in gym and sweat , something to do with not being waterproof! however fine when listening to music ! good sound quality and stability !",5784,negative,Apple AirPods (2nd Generation)
