reviews,rating,cleaned_review
its not sensing the device.,negative,sensing device
they would not connect would like ne pair sent please asap,negative,would connect would like ne pair sent please asap
the sound will stop consistently.  they seem to be authentic but the quality is terrible.  i would recommend just buying from apple.,negative,sound stop consistently seem authentic quality terrible would recommend buying
really terrible they are extremely expensive and yes they fall out your ears all the time risking that you lose them or break them do yourself a favor and do not get these earphones im totally disgusted! and upset! for expending so much money to get this multiexclamation ,negative,really terrible extremely expensive yes fall ear time risking lose break favor get earphone im totally disgusted upset expending much money get multiexclamation
"we bought these airpods on amazon in july of .  they worked great until one of the ear pods stopped connecting.  only one pod worked.  we had purchased the extended warranty and per apple is instructions, we mailed the unit to them for repair and they sent it back, refusing to fix or replace, without explanation.we then went to home depot and bought a pair of generic ear pods for $ and they work great!i give this entire experience the lowest marks.  be wary and buyer beware of airpods and extended warranties sold on amazon.i normally rate things highly, but in this particular case, it did not work out for us.",negative,bought amazon july worked great ear pod stopped connecting pod worked purchased extended warranty per instruction mailed unit repair sent back refusing fix replace without explanationwe went home depot bought pair generic ear pod work greati give entire experience lowest mark wary buyer beware extended warranty sold amazoni normally rate thing highly particular case work u
sound quality is good but there is zero noise cancellation.  spend a little more and buy the pros.,negative,sound quality good zero noise cancellation spend little buy pro
es una estafa no compren este producto no es el original son rplicas no coincide el nmero de serie que traer no estn registrados en apple es una estafa son replicas,negative,e una estafa compren este producto e el original son rplicas coincide el nmero de serie que traer estn registrados en e una estafa son replica
missing,negative,missing
purchased this item on may .  it is june  and these will no longer charge.  i am  days past my return window so am very disappointed with this purchase.,negative,purchased item may june longer charge day past return window disappointed purchase
"i love the way they link instantly and the sound is great, but apparently i must have small ear openings, because even after repeated wearings and trying all kinds of angles, they are not secure, need frequent adjustment and fall out of my ears with little provocation.  i am just walking around, not doing sports or anything strenuous.  now that i have had them in my ears, i do not think i can return them, but it was an expensive experiment.  (i have $ ones that fit better, and i thought i would upgrade, ha)",negative,way link instantly sound great apparently must small ear opening even repeated wearing trying kind angle secure need frequent adjustment fall ear little provocation walking around sport anything strenuous ear think return expensive experiment one fit better thought would upgrade ha
could not answer the phone with these. only listen to music,negative,could answer phone listen music
"the sound quality and design is good, but they need a charge after half a day of use, sound or no sound. was hoping these would last me through the work day at the least.",negative,sound quality design good need charge half day use sound sound hoping would last work day least
"not satisfied at all ,not holding charge,making funny sound,waste of money multistop ",negative,satisfied holding chargemaking funny soundwaste money multistop
"malisimo, mal servicio, la bateria no sirve para nada",negative,malisimo mal servicio la bateria sirve para nada
missing,negative,missing
malsimos solo en uno se escucha y se descarga. sper rpido es una basura,negative,malsimos solo en uno se escucha se descarga sper rpido e una basura
missing,negative,missing
"i bought this in november and  months later, battery life only lasted an hour. extremely disappointed. this item is not cheap, the quality should be much way better. i am exremely disappointed",negative,bought november month later battery life lasted hour extremely disappointed item cheap quality much way better exremely disappointed
the first pair i received in the mail was faulty and did not work. i ordered a replacement and was sent a empty box. i would not reccomend putting money towards this!,negative,first pair received mail faulty work ordered replacement sent empty box would reccomend putting money towards
"total waste of my money. after two months of use, it will not charge or connect. its never been wet. was never too cold or hot. mainly used at my desk or in my car. was not used constantly. so, there is no reason for failure.",negative,total waste money two month use charge connect never wet never cold hot mainly used desk car used constantly reason failure
i havent been able to synch with my phone. help!,negative,havent able synch phone help
my left one and case stopped working after just a few uses,negative,case stopped working us
"hey there,i purchased these ""new"" airpods and when i connected them they were already registered as akki is airpods. addititonally, the left airpod does not work. complete scam. i will be returning them promptly.",negative,hey therei purchased new connected already registered akki addititonally airpod work complete scam returning promptly
they do not cancel noise and fall out easily,negative,cancel noise fall easily
the mic is busted it will not let me talk to someone in a phone call.the case for the airpods doesnt even charge. i kept it charging the whole night and when i opened it so i can see the percentage it was still the same.,negative,mic busted let talk someone phone callthe case doesnt even charge kept charging whole night opened see percentage still
right earphone was damaged - i dod not managed to repair it. total waste of money!,negative,earphone damaged dod managed repair total waste money
these are crap.  my daughter uses them daily but only had them since christmas.  they lasted only  months and now one side does not work at all.  i have $ earbuds that work better.,negative,crap daughter us daily since christmas lasted month side work earbuds work better
received item today and they are not the gen  as advertised and it did not come with a charging cable. item was a gift and was not satisfactory. so im hoping to receive a charging cord or a partial refund.,negative,received item today gen advertised come charging cable item gift satisfactory im hoping receive charging cord partial refund
at first only the right airpod worked and now neither one does. talked to amazon support and wasnt helpful. also asked if i could return it but that was pretty much ignored.,negative,first airpod worked neither talked amazon support wasnt helpful also asked could return pretty much ignored
muffled sounding while talking to others on phone.,negative,muffled sounding talking others phone
"these work well as headphones but the microphone is inconsistent and it appears to be a software issue. within the same app, it picks up and doesnt pick up what i say. during phone calls no one can hear me. voice memos do not recognize audio. however within imessages i am able to record and send voice recordings. with whatsapp im not able to do so. duolingo picks up my spoken words but rosetta stone does not. this may just be my particular device but the software for these pods is flawed and i do not recommend them. if youre able to buy these in person to test them out across multiple apps i would recommend that.",negative,work well headphone microphone inconsistent appears software issue within app pick doesnt pick say phone call hear voice memo recognize audio however within imessages able record send voice recording whatsapp im able duolingo pick spoken word rosetta stone may particular device software pod flawed recommend youre able buy person test across multiple apps would recommend
do not buy,negative,buy
i have only use them twice and battery do not last long. i shouldve kept the wired ones.,negative,use twice battery last long shouldve kept wired one
i ordered these for my cousin for her birthday they came out looking ok however the way that was packaged i didnt like it like it was thrown all over the box the airpods was not even in the original case it was its just everything was everywhere but other than that they seem to be working fine,negative,ordered cousin birthday came looking ok however way packaged didnt like like thrown box even original case everything everywhere seem working fine
"would not charge, had to send back",negative,would charge send back
i bought this for my daughter at the end of  /. is it now less than  month later and one of the airpods is not working. seriously less than  months life span multiquestion ,negative,bought daughter end le month later working seriously le month life span multiquestion
"i was replacing lost airpods, as they work so well, and are superior to several other brands ive tried. but i am truly disappointed that the airpods case refuses to hold a charge. left plugged in, it only achieves a % charge. though the airpods hold the charge hey are supposed to, the case is no back up at all. will not buy from this seller again.",negative,replacing lost work well superior several brand ive tried truly disappointed case refuse hold charge plugged achieves charge though hold charge hey supposed case back buy seller
unfortunately the sound quality is horrible! no one can hear me speak when i talk on the phone. it sounds like i am on speaker phone and standing  feet away.,negative,unfortunately sound quality horrible hear speak talk phone sound like speaker phone standing foot away
"this product has been nothing but trouble. first, the right earpiece is louder than the left, and there is no way to adjust this. at least i do not think there is: it came without any directions at all. a great deal of time on the internet found no solution.  there are no actual buttons, it is ""touch"" control, which means any time you adjust its position in your ear it turns itself off, or the volume changes, or it pauses whatever your listening to.  lately, the left earpiece turns itself off spontaneously, without being touched, after a few minutes. if you can manage to communicate that you want it turn back on, it will turn back on for - sometimes - up to an entire minute.  if the two earpieces become unsynced, the only way to get them both back is to stop what you are doing, place them back in the case, and remove them again. and no, they are fully charged.  it is not just that the device is fractious. it is designed poorly, since it is not obvious how to control it through various touch patterns and again, there were no directions included. ( multiexclamation )  maybe i got a bad set, but my advice is to look elsewhere for a more utile design.",negative,product nothing trouble first earpiece louder way adjust least think came without direction great deal time internet found solution actual button touch control mean time adjust position ear turn volume change pause whatever listening lately earpiece turn spontaneously without touched minute manage communicate want turn back turn back sometimes entire minute two earpiece become unsynced way get back stop place back case remove fully charged device fractious designed poorly since obvious control various touch pattern direction included multiexclamation maybe got bad set advice look elsewhere utile design
salieron con defecto de fbrica pero me los reemplazaron,negative,salieron con defecto de fbrica pero los reemplazaron
missing,negative,missing
this product did not work but i was issued a refund.,negative,product work issued refund
have sent in  times for repair. first time only had for  / months. left airpod sound muted. nothing i have done. returned to apple they fixed it but now  months later same problem. sending back again. ridiculous after spending over $ on them. not worth it in my opinion.,negative,sent time repair first time month airpod sound muted nothing done returned fixed month later problem sending back ridiculous spending worth opinion
the last few software updates have ruined airpods. i keep getting kicked off of my computer if my phone is bluetooth is on.,negative,last software update ruined keep getting kicked computer phone bluetooth
my the right airpod stopped working,negative,airpod stopped working
"the battery life is horrible , the sound quality is ridiculously bad .",negative,battery life horrible sound quality ridiculously bad
"en realidad a mi se me perdi la caja de carga y solo me quede con los auriculares entonces decid comprar unos no tan caros, me acaban de llegar hoy y estaba emocionada pero cuando me los prob para escuchar msica uno de ellos no funciona creo q no deberan de vender cosas mal hechas",negative,en realidad mi se perdi la caja de carga solo quede con los auriculare entonces decid comprar unos tan caros acaban de llegar hoy estaba emocionada pero cuando los prob para escuchar msica uno de ellos funciona creo q deberan de vender cosas mal hechas
missing,negative,missing
the sound goes in and out not really good quality the battery life is great but the headphones itself isnt that great to say i spent that much money on this.,negative,sound go really good quality battery life great headphone isnt great say spent much money
do not buy apple products from amazon multiexclamation ,negative,buy product amazon multiexclamation
dude these suck. they last for  minute and everything about them is bad.,negative,dude suck last minute everything bad
quit working after a couple months of using them. barely used them.,negative,quit working couple month using barely used
these are garbage. im on my third set of airpods. they stop working for calls (quality becomes crackled and drops sound) after a year. this is my last pair of airpods because these are too expensive to be disposable and need replacing annually. im not giving apple more money for the privilege of using a bad product.,negative,garbage im third set stop working call quality becomes crackled drop sound year last pair expensive disposable need replacing annually im giving money privilege using bad product
my airpods are from another person. they have written gloria.,negative,another person written gloria
"do not buy multistop they will not stay in your ear multiexclamation quality of sound and battery life is good. great when i am just sitting down. terrible if you walk multiexclamation i wore one in my left ear, sitting in the hospital waiting room. after my husbands surgery, i went to get the car; it had fallen out and i couldnt find it multiexclamation  less than  months old. still in the  day warranty, but i couldnt return them, because one was missing.",negative,buy multistop stay ear multiexclamation quality sound battery life good great sitting terrible walk multiexclamation wore ear sitting hospital waiting room husband surgery went get car fallen couldnt find multiexclamation le month old still day warranty couldnt return missing
ear buds started echoing after about a month of use and now they will not charge. very disappointed,negative,ear bud started echoing month use charge disappointed
one airpod dead in  months. very bad quality.,negative,airpod dead month bad quality
i bought these for my wife as a christmas present. she doesnt use them heavily but after only  months the right earbud does not work. it creates a lot of static and you can hardly hear anything from it. it was working fine and stopped working all of a sudden while she was listening to a podcast.,negative,bought wife christmas present doesnt use heavily month earbud work creates lot static hardly hear anything working fine stopped working sudden listening podcast
"i returned two pairs of these because they both had a gap in the case that catches dirt and earwax. the gap comes from improper alignment of the two halves of the case during manufacture.  for $, i expected more from apple.",negative,returned two pair gap case catch dirt earwax gap come improper alignment two half case manufacture expected
came broken and still havent got my refund,negative,came broken still havent got refund
"i wish they make smaller ones for people with smaller ears.  what i did get are ear wires to hold them which helps to keep them in my ear.  other than that they work perfectly.  great sound, so easy to use they start immediately.",negative,wish make smaller one people smaller ear get ear wire hold help keep ear work perfectly great sound easy use start immediately
"good product it works well with my iphone, however they hurt my ears after wearing them for a while.",negative,good product work well iphone however hurt ear wearing
does reconnect to my phone,negative,reconnect phone
the left side doesnt work,negative,side doesnt work
"i can honestly say this was a bad investment. i wanted them so that i can talk on the phone with them in but they continue to disappoint. the battery life is horrible. the left never has as much charge as the right and so i walk around with one airpod in. the sound quality is so so. not the best i heard from my other wireless headphones. im really disappointed at the price because i feel like these are cheap products that apple made and tried to pass off as worth your money when they arent. theyre worst quality than wireless headphones that cost half the amount they do. overall, do not buy these.",negative,honestly say bad investment wanted talk phone continue disappoint battery life horrible never much charge walk around airpod sound quality best heard wireless headphone im really disappointed price feel like cheap product made tried pas worth money arent theyre worst quality wireless headphone cost half amount overall buy
"crap product, the product was delivered a month ago broken and then when i returned it i finally got a notification that it was received  weeks later but i am still yet to receive my refund. terrible wouldnt recommend.",negative,crap product product delivered month ago broken returned finally got notification received week later still yet receive refund terrible wouldnt recommend
last  months and right ear doesnt work waste of money,negative,last month ear doesnt work waste money
left ear fails to charge,negative,ear fails charge
"were marketed as priced as new, discovered they were refurbished.  we bought  pairs and of those  only  was actually new.",negative,marketed priced new discovered refurbished bought pair actually new
poor quality,negative,poor quality
"i do not think these are the original airpods, i have an original pair and the case looks very similar however they both say made in different places, and you can tell a weight difference in the cases. the sound sometimes cuts out and sound robotic when listening to messages but for the most part they work okay.",negative,think original original pair case look similar however say made different place tell weight difference case sound sometimes cut sound robotic listening message part work okay
"the product does not justify the price, you are pretty much just paying for the brand. unless you really want an apple product, i would stay away. not a big fan quailty is subpar.",negative,product justify price pretty much paying brand unless really want product would stay away big fan quailty subpar
i have used almost all apple products. this is the worst. % of the time the right side does not work and i have to re-pair,negative,used almost product worst time side work repair
i order this  and when i recueved  one airpod not working i try many times and go to the store and ask them they said one airpod have some problem thats why not working they are worst airpods  i used aipods before too i have old ones but i try to buy new ones and what i get trash do not buy,negative,order recueved airpod working try many time go store ask said airpod problem thats working worst used aipods old one try buy new one get trash buy
"i purchased my pair last october. only after about half a year of regular use, it started to lose connection. and the sound quality dropped dramatic too. not worth the money at all.",negative,purchased pair last october half year regular use started lose connection sound quality dropped dramatic worth money
airpods worked for  months and then the right stopped functioning as microphone,negative,worked month stopped functioning microphone
one side does work,negative,side work
worked for a while then it stopped connecting,negative,worked stopped connecting
i both as a gift for my sister and i went to brazil at the end of january. but the left side never worked.,negative,gift sister went brazil end january side never worked
"sound quality is very weak, absolutely no base no deep low tones, everything you hear are just terrible high tones , not good for music or movies, only using it for phone chat is ok. and seriously overpriced for just a phone call earbuds , will not recommend",negative,sound quality weak absolutely base deep low tone everything hear terrible high tone good music movie using phone chat ok seriously overpriced phone call earbuds recommend
not loud,negative,loud
"i loved these airpods when i first bought them.  you need to realize that they have a short lifespan. after one year, the right airpod is voice feature no longer worked. after  months, the fully charged left airpod has a talk time of between  and  minutes. very disappointed in the airpod reliability.",negative,loved first bought need realize short lifespan year airpod voice feature longer worked month fully charged airpod talk time minute disappointed airpod reliability
"stopped working properly after  year, constantly dropping connection. do not buy",negative,stopped working properly year constantly dropping connection buy
"i loved these headphones, great to use with my iphone. until they fell out of my pocket at work, and just as i pick them up it shows the bad quality the case has as it had a dent on the lid and was all scratched, just from dropping it once of hard wood from pocket level. they are great just not good quality which im disappointed about",negative,loved headphone great use iphone fell pocket work pick show bad quality case dent lid scratched dropping hard wood pocket level great good quality im disappointed
"very bad product. a lot of troubles when you want connect to the phone. not worth a single dollar.sometimes its even impossible to connect, otherwise its very hard and frustrating to connect.",negative,bad product lot trouble want connect phone worth single dollarsometimes even impossible connect otherwise hard frustrating connect
producto daado no me enviaron el producto con cargador y el case de carga no vala,negative,producto daado enviaron el producto con cargador el case de carga vala
missing,negative,missing
these were ordered october of  for a christmas gift for my daughter. the right one quit working. of course apple wasnt too helpful and i basically sent them back only to have them send them back with the same issue. i will be calling and demanding a replacement pair or a refund. be ready apple. a contract works both ways. service works both ways. you failed on your end of the bargain.,negative,ordered october christmas gift daughter quit working course wasnt helpful basically sent back send back issue calling demanding replacement pair refund ready contract work way service work way failed end bargain
do not waste your money theyre trash,negative,waste money theyre trash
these were amazing multiexclamation  then out of no where the left microphone stopped working and no one could hear me. then a few months later the right microphone stopped working and i couldnt use them to talk to anyone but i could still listen to music. now both have completely stopped working and i cant use them to talk on the phone and i cant even listen to music on them anymore. absolute garbage for  bucks multiexclamation  buyer beware and look elsewhere.,negative,amazing multiexclamation microphone stopped working could hear month later microphone stopped working couldnt use talk anyone could still listen music completely stopped working cant use talk phone cant even listen music anymore absolute garbage buck multiexclamation buyer beware look elsewhere
products came defective. could never get airpods to connect to any of my apple products. had to send them into apple to get them fixed.,negative,product came defective could never get connect product send get fixed
"for the first two weeks of having them they were fine. now they will not charge, and i cant call people or be called without them because they messed up my phone. if you are able to refund or replace my item it would be greatly appreciated.",negative,first two week fine charge cant call people called without messed phone able refund replace item would greatly appreciated
"i am incredibly disappointed in the product i received. the case was on top of all the bubble wrap, and the left airpod doesnt even work. it always manages to die within a minute of me taking it out of the charging case.",negative,incredibly disappointed product received case top bubble wrap airpod doesnt even work always manages die within minute taking charging case
"horrible. absolutely terrible. definitely not worth the money. one works, one does not.",negative,horrible absolutely terrible definitely worth money work
in about  months the left ear bud only produces about % of the volume it could produce. i took it to apple and they could not fix it and replacing just the one earpod was $+.  would not recommend with out the overpriced apple care.,negative,month ear bud produce volume could produce took could fix replacing earpod would recommend overpriced care
"these are not real apple airpods. connection is terrible i cant even finish one song without these disconnecting from my phone. do not waste your money, these are garbage. sound quality is also terrible during the  seconds that they do work.",negative,real connection terrible cant even finish song without disconnecting phone waste money garbage sound quality also terrible second work
good sound quality but so not comfortable to wear.,negative,good sound quality comfortable wear
"amazing bluetooth capabilities, if you want to spend $ for earbuds that cant connect to your devices via bluetooth (you know step one of making ajrpods) i highly recommend these amazing products! apple really outdoes themselves time and time again with the quality of there items. only a few major problems with everything they produce! outstanding work from the tech gurus!",negative,amazing bluetooth capability want spend earbuds cant connect device via bluetooth know step making ajrpods highly recommend amazing product really outdoes time time quality item major problem everything produce outstanding work tech guru
"the sound quality is low asf, nosie cancellation is ass, you have to put the volume up all the way for the music to sound good and to cancel noise. i do not know about the battery life just yet so im going to update on that. respect yourself and do not order from here.",negative,sound quality low asf nosie cancellation as put volume way music sound good cancel noise know battery life yet im going update respect order
i received used and dirty airpods! yuck! i am returning them!,negative,received used dirty yuck returning
unable to charge had to return item and buy direct from apple betterfir a more tech advanced person couldnt  transfer my phone,negative,unable charge return item buy direct betterfir tech advanced person couldnt transfer phone
one of the ear buds wasnt even working waste of money,negative,ear bud wasnt even working waste money
"good quality sound.some functionality does not work with samsung.stopped pairing after few months. needed reset.customer service, may be due pandemic, low quality. not apple service one would expect.",negative,good quality soundsome functionality work samsungstopped pairing month needed resetcustomer service may due pandemic low quality service would expect
bluetooth not working cant hear in one then did troubleshooting still have issues,negative,bluetooth working cant hear troubleshooting still issue
left airpod doesnt really work sound is awful,negative,airpod doesnt really work sound awful
i had this item for months and the left airpod stopped working.,negative,item month airpod stopped working
"these things decide when and where they want to act accordingly. they are not of high-quality, i do not know if this is a re-done refurbished pair, but i am highly not impressed",negative,thing decide want act accordingly highquality know redone refurbished pair highly impressed
"all was going fairly well until two weeks out of the return window when the left and right airpod began taking runs not working. before that i tolerated the random disconnection from the bluetooth, despite my phone being well within range. absolutely would not recommend or buy again.",negative,going fairly well two week return window airpod began taking run working tolerated random disconnection bluetooth despite phone well within range absolutely would recommend buy
not worth the price,negative,worth price
wouldnt you know that one ear bud quit working the week after the return period was up,negative,wouldnt know ear bud quit working week return period
wasnt what i expected,negative,wasnt expected
"i opened them and thought oh no, the charging case is missing and realized that theyre wired. all the the pictures and reviews on the selling page are of wireless airpods. the box looks like wireless airpods but theyre wired. the ad says airpods with wired charging case multistop  wired airpods do not have a charging case at all so even though the title said wired everything else about the ad and the description is more wireless airpods. i feel extremely misled. the ad even talks about battery life and talk time which doesnt even apply to a wired set of airpods.",negative,opened thought oh charging case missing realized theyre wired picture review selling page wireless box look like wireless theyre wired ad say wired charging case multistop wired charging case even though title said wired everything else ad description wireless feel extremely misled ad even talk battery life talk time doesnt even apply wired set
these worked great the first month and a half multiexclamation   months and  days in the right one will not connect to my phone anymore.  the left one often sounds like it has a bad connection.  i only use these at work so they never leave my desk.  no water or heat damage.  never dropped them.,negative,worked great first month half multiexclamation month day connect phone anymore often sound like bad connection use work never leave desk water heat damage never dropped
fall out of your ears too easy.,negative,fall ear easy
not real i pods my olds one i got from apple you could play music while on other apps or recording videos these one from amazon doesnt work like that all,negative,real pod old got could play music apps recording video amazon doesnt work like
i havent even had these a month and already the right one is not as loud as the other it will not play my music even at full volume,negative,havent even month already loud play music even full volume
can hear static noise,negative,hear static noise
one of the airpods stopped working completely within a month for no reason. i was a day or two out of the return window and amazon were the useless money grubbing scumbags they always are and wouldnt do a thing. i basically have to pay full price to repair or replace them through apple. i despise this company so much. im deleting my account and credit card.,negative,stopped working completely within month reason day two return window amazon useless money grubbing scumbags always wouldnt thing basically pay full price repair replace despise company much im deleting account credit card
its a chinese knockoff of airpods. they die within an hour. yall are wrong for this. they are not real. trash! how is this legal?,negative,chinese knockoff die within hour yall wrong real trash legal
one of the pods was not working,negative,pod working
"i bought this during black friday for an discounted price of . initially, these ear buds were very convenient compare to the standard headphones with wires. but as time went on, the battery life starts to drain fast (i do not overcharge nor drop electronics). then one day, it does not charge nor connects to my device anymore.",negative,bought black friday discounted price initially ear bud convenient compare standard headphone wire time went battery life start drain fast overcharge drop electronics day charge connects device anymore
"my airpods came broken and dirty, the right speaker would not work and it repulsed me to even touch them.",negative,came broken dirty speaker would work repulsed even touch
"i bought these for the bluetooth mic aspect. i had a lot of trouble connecting them to my hp laptops. sometimes they connected easily, sometimes the did not. often they would ""pair"" but not connect and i would have to dink around with the settings for hours sometimes to make them work.  this was not an issue i have had with other brands, just these. the main issue however is i bought them to use as wireless microphone and they worked great for  months, then they got all staticky and the sound quality eventually made them unusable. i tried to clean them but that did not help.",negative,bought bluetooth mic aspect lot trouble connecting hp laptop sometimes connected easily sometimes often would pair connect would dink around setting hour sometimes make work issue brand main issue however bought use wireless microphone worked great month got staticky sound quality eventually made unusable tried clean help
this product is defective.  it did not connect at all to any device. i bought even though previous reviews suggested they were defective.  as i live outside the usa it would cost double to return it so i guess thats my loss.,negative,product defective connect device bought even though previous review suggested defective live outside usa would cost double return guess thats loss
"i purchased these airpods in november. a few months later, the left airpod stopped working. i brought this to an apple store for repair. the gentleman at the genius bar said that based on the serial number, this airpod had already been ""replaced"" in the past, and could therefore not be fixed. he was nice enough to send in a request to have this error fixed, but, i will need to wait about a week until it can be replaced despite being well into the  year warrenty. massive inconvenience. i am so disappointed apple did not do anything to remedy faster.",negative,purchased november month later airpod stopped working brought store repair gentleman genius bar said based serial number airpod already replaced past could therefore fixed nice enough send request error fixed need wait week replaced despite well year warrenty massive inconvenience disappointed anything remedy faster
"ok so st pair ive ever bought and honestly i wasnt impressed at all. not saying theyre bad theyre just not great. overhyped. point is you probably will not be too pleased with this product if youre enthusiastic about buying these. apple  is all about branding and marketing to sell their products at a high price when the products themselves arent that great and do not bring much value for the money. honestly from a neutral standpoint samsung had way better quality products, apple is still behind wether you like it or not. god day.",negative,ok st pair ive ever bought honestly wasnt impressed saying theyre bad theyre great overhyped point probably pleased product youre enthusiastic buying branding marketing sell product high price product arent great bring much value money honestly neutral standpoint samsung way better quality product still behind wether like god day
its always going dead by  min and ill make sure charged fully charge it and it still go to dead  in  minutes,negative,always going dead min ill make sure charged fully charge still go dead minute
"they fall out constantly, battery life is ridiculously short, and connecting to my galaxy or iphone is near impossible at times multiquestion  will not purchase again.",negative,fall constantly battery life ridiculously short connecting galaxy iphone near impossible time multiquestion purchase
"one side stop working within days, the other side stop working at  days. it is real bad.",negative,side stop working within day side stop working day real bad
"do not waist your money.  google it, they stop connecting.   connects.   does not connect.  they discount in use.  no fix!  i tried it all.  pos!",negative,waist money google stop connecting connects connect discount use fix tried po
warning: do not buy this for mac conference calls! the bluetooth mic only works at khz which is worse than a s telephone! returning this.,negative,warning buy mac conference call bluetooth mic work khz worse telephone returning
"never received an order like this, box came open not plastic wrap around box. for my surprise airpods are used, dirty.",negative,never received order like box came open plastic wrap around box surprise used dirty
solo funcionaron por  mes y despus la caja ya no cargaba y solo prenda una luz roja an que estuviera cargada,negative,solo funcionaron por me despus la caja ya cargaba solo prenda una luz roja que estuviera cargada
missing,negative,missing
received the airpods in great condition but after about a week the right ear pod would go out.  this started happening more frequently and and now it is every other time that i use them.,negative,received great condition week ear pod would go started happening frequently every time use
"i got issues with this device . . .the buds are smooth, therefore a bit difficult to grasp when removing from the case.  there is no kind of cover to keep the buds clean.upon first use, after charging, the phones discharged to % after only about a half hour of use.  considerably longer on second use.  volume level aint much!  i set it at about % to max!  anything less is useless multiexclamation now the arrogant part . . . buds are not discoverable under windows !  ipad is, air buds are not multiexclamation   i can only use these on iphone, ipad and presumably mac!  does not work in windows  and, id bet, android!  other like devices are usable in all  platforms multiexclamation   pretty stupid!",negative,got issue device bud smooth therefore bit difficult grasp removing case kind cover keep bud cleanupon first use charging phone discharged half hour use considerably longer second use volume level aint much set max anything le useless multiexclamation arrogant part bud discoverable window ipad air bud multiexclamation use iphone ipad presumably mac work window id bet android like device usable platform multiexclamation pretty stupid
i have them for a little over a year and they are not keeping a charge. i did not buy the extended warranty bc i thought more of apple. guess i was wrong. might try a different brand next time and buy the warranty.,negative,little year keeping charge buy extended warranty bc thought guess wrong might try different brand next time buy warranty
these are my second pair of airpods and this one in particular does not hold a charge (charging case) plus left ear pod runs out of power within  mins.,negative,second pair particular hold charge charging case plus ear pod run power within min
i have bought three pair and the speakers go out within a weekall three are now paper weights,negative,bought three pair speaker go within weekall three paper weight
bought these in january  and in march the volume in the right pod became very low despite the left pod still operating correctly and now were in may  and the left is not doing the same thing. these things are too expensive to be experiencing issues like this so soon and sudden.,negative,bought january march volume pod became low despite pod still operating correctly may thing thing expensive experiencing issue like soon sudden
ear pods was dirty and i had to clean and disinfect them. this was not a new item it was used. also the left ear pod do not work well multistop  would really like a refund,negative,ear pod dirty clean disinfect new item used also ear pod work well multistop would really like refund
battery life only last hrs. they are light and stay in my ear very well. noise cancellation is non existent! overall worth the $ mainly because siri is easier to use,negative,battery life last hr light stay ear well noise cancellation non existent overall worth mainly siri easier use
"they do not work, one of them doesnt even get acknowledged by the case and then it cut off sound when i tried to call with just one earbud.",negative,work doesnt even get acknowledged case cut sound tried call earbud
"the are fake after  months using them, they do not recognize the charger, i cant charge them! do not waste your money!",negative,fake month using recognize charger cant charge waste money
i had to return these. they were very glitchy. sound would come in and out. really disappointing,negative,return glitchy sound would come really disappointing
horrible  multistop  they sent knock off case and wouldnt charge,negative,horrible multistop sent knock case wouldnt charge
"absolute junk - weve had these for a few years and they sit collecting dust in our closet.  sound quality is horrible, volume is so faint one might say they it is almost indiscernible.  we have since purchased $ phaiser headphones that blow these out of the water.",negative,absolute junk weve year sit collecting dust closet sound quality horrible volume faint might say almost indiscernible since purchased phaiser headphone blow water
if i could give it  stars i would .the left one doesnt work and it only stays charged for maybe an hour if im lucky. do not buy,negative,could give star would doesnt work stay charged maybe hour im lucky buy
producto maloyo los compr para regalarlo y hasta hace unas semanas me avisaron que no servan,negative,producto maloyo los compr para regalarlo hasta hace unas semanas avisaron que servan
missing,negative,missing
"i rushed to buy these here.  i never expected from apple that they would not charge, or stop charging.first just the left one stopped charging then a month later both stopped.no i did not buy square insurance. i expected no complications for at lest a year.i will not buy any macbooks or ipads that have no headset jacks.if we are stuck using these they should have been guarantied for two years.fyi: i never let them charge for more than  minutes. so no overnight.  they never left my house.  no one touched them but me.  they are useless now.apple needs to do better.  multiexclamation  i like headsets but this was so bd when i only used them twice a week to hear on zoom meetings. grrrrrr",negative,rushed buy never expected would charge stop chargingfirst stopped charging month later stoppedno buy square insurance expected complication lest yeari buy macbooks ipads headset jacksif stuck using guarantied two yearsfyi never let charge minute overnight never house touched useless nowapple need better multiexclamation like headset bd used twice week hear zoom meeting grrrrrr
these worked fine for a bit and then only one ear works now. i reset my network settings and everything worked again but  days later again left airpod didnt work i wish i could return them multistop ,negative,worked fine bit ear work reset network setting everything worked day later airpod didnt work wish could return multistop
i had to return the item because it was used when i paid for the new ones. the actual airpods were dirty and scratched. they didnt come with the original instructions pamphlet and were already registered to someone named anthony when i went to connect them,negative,return item used paid new one actual dirty scratched didnt come original instruction pamphlet already registered someone named anthony went connect
i bought this for my son for a eid gift for our holiday and when he showed me i was shocked i orders a new one and it looks like they have me a used one and also my son had it in the charge all lastnite and  minter it shows %battery . am very disappointed .,negative,bought son eid gift holiday showed shocked order new look like used also son charge lastnite minter show battery disappointed
"i just received my new air-pods yesterday. tried them immediately and callers could hear me clearly and me them. charged them overnight, couldnt wait to use today. its not even pm and both earbuds just died while on a call. not sure what gives as these are not cheap.",negative,received new yesterday tried immediately caller could hear clearly charged overnight couldnt wait use today even pm earbuds died call sure give cheap
