rating,reviews,cleaned_review
positive,perfect! its perfect and fast shipping,perfect perfect fast shipping
positive,decent value nice computer,decent value nice
positive,"it leads others follow. screen quality  super ultra hd battery life excellent   (hours still not less than %.). camera quality distinction. i like everything about it including the light weight, sleek style and many more. its my ultimate working assistance.",lead others follow screen quality super ultra hd battery life excellent hour still le camera quality distinction like everything including light weight sleek style many ultimate working assistance
positive,she really likes it multiexclamation =? i bought this for mygrand daughter who loves it!ll,really like multiexclamation bought mygrand daughter love itll
positive,you cant beat apple everything that apple does is top of the line and you cant do any better.,cant beat everything top line cant better
negative,"lots of hardware issues + software incompatibility; buyer beware i had given this a few months since release for some of the software compatibility issues to be straightened out, and was encouraged by reviews. however, there are significant unresolved issues from the hardware side of things: . there is a known problem with disk usage related to ram disk swap (from what i understand) and media-heavy usage (why i bought this laptop) deteriorates the ssd quickly. . the facetime camera is absolutely terrible. there is no other way to put this. it may be the worst camera i have seen on any device since my iphone g. the picture is incredibly blurry, and not suitable for the covid/virtual environment. there have been issued raised about this in apple support forums with no resolution.unfortunately my return window has passed, but i would not recommend this machine to anyone. really thought apple had turned a corner with their new processor, but ended up being stuck with a bunch of other systems that were not upgraded. /",lot hardware issue software incompatibility buyer beware given month since release software compatibility issue straightened encouraged review however significant unresolved issue hardware side thing known problem disk usage related ram disk swap understand mediaheavy usage bought deteriorates ssd quickly facetime camera absolutely terrible way put may worst camera seen device since iphone g picture incredibly blurry suitable covidvirtual environment issued raised support forum resolutionunfortunately return window passed would recommend machine anyone really thought turned corner new processor ended stuck bunch system upgraded
positive,sleek and slim bough this for my mom. battery life is great and its so sleek that we can take it anywhere without it taking up space. also the price for this is great i couldnt find a better deal anywhere else.,sleek slim bough mom battery life sleek take anywhere without taking space also price couldnt find better deal anywhere else
negative,"keyboard got crazy after a month of usage, the keyboard does not respond accurately, it repeats different keys and numbers. the delete key sometimes work sometimes it does not. i tried refreshing and it did not work. i had to send it get checked to see what the problem is. i think is hardware. bad luck! if you can, pay international warranty coverage.",keyboard got crazy month usage keyboard respond accurately repeat different key number delete key sometimes work sometimes tried refreshing work send get checked see problem think hardware bad luck pay international warranty coverage
positive,"great looking, packaged well. this was a gift for christmas for my daughter who will be graduating in may  and going off to college.  so, i wish i could give more feedback on it, my oldest has a bigger apple laptop and loves it for her school assignments shes in a nursing program.",looking packaged well gift christmas daughter graduating may going college wish could give feedback oldest bigger love school assignment shes nursing program
positive,"awesome i only charge it every few days, battery is awesome on it so far. still getting used to using a mac after only ever having a windows laptop but so far so good.",awesome charge every day battery awesome far still getting used using ever window far good
positive,"new to the apple ecosystem and great so far! a windows user now with first mac, very nice, processing video and photographs are excellent. it is light weight and no fan equals no noise!",new ecosystem far window user first nice processing video photograph excellent light weight fan equal noise
positive,"i'm in love with my mac! i absolutely love this computer and all of it is features! it was well protected and packaged throughout the shipment, so i did not have any damage to my new computer when i received it.",im love absolutely love feature well protected packaged throughout shipment damage new received
positive,my friend love the computer she use for job,friend love use job
positive,best laptop for that price the best laptop for everyday tasks,best price best everyday task
positive,love it! it is everything i wanted  in a laptop. its easy to use .all you have to do from the box is open the lid and your up and running,love everything wanted easy use box open lid running
positive,"amazing performance this low-end macbook air performs incredibly. it handles lightroom and photoshop like it is nothing. i cannot believe the battery life as well - it will run all day. i do not know how apple did it, but they did. very satisfied with this laptop.",amazing performance lowend performs incredibly handle lightroom photoshop like nothing believe battery life well run day know satisfied
positive,awesome lightweight notebook. it may replace my ipad pro  based on my use so far.,awesome lightweight notebook may replace ipad pro based use far
positive,"best pc for the money the configuration is not high, but the running speed is very fast.convenient for home and office!",best money configuration high running speed fastconvenient home office
positive,"great product at an excellent price! i had an -inch mac air book, upgraded to the . version and i love it; easier to use, still infinitely portable. smooth and seamless to use. thanks so much",product excellent price inch book upgraded version love easier use still infinitely portable smooth seamless use thanks much
positive,"great laptop very fast! starts right up! only complaint is wish it had the old magnetic power plug and more usb connections. other then that, fantastic!",fast start right complaint wish old magnetic power plug usb connection fantastic
positive,quick and easy! i went everywhere attempting to purchase this macbook. i could not even get it from apple since there is no in-store purchasing  multistop  i was able to find and recieve within  day via amazon. as for the laptop itself wonderful  multistop  if you are considering i highly recommend.,quick easy went everywhere attempting purchase could even get since instore purchasing multistop able find recieve within day via amazon wonderful multistop considering highly recommend
positive,"love it! im a very light computer user, so the quality of everything meets/exceeds my expectations! the screen looks pretty large to be a  laptop. definitely well made",love im light user quality everything meetsexceeds expectation screen look pretty large definitely well made
positive,"worth ordering online i was leary to order laptop online but was thrilled with everythinggreat laptop, well packed and was able to order apple care as well.",worth ordering online leary order online thrilled everythinggreat well packed able order care well
positive,"wonderful! such a great laptop! i got this to replace my horrible pc and chrome book, because they lag so much. this laptop is so compact and lighting fast! such a great investment!",wonderful got replace horrible chrome book lag much compact lighting fast investment
positive,good so far i love my new laptop the only draw back is that i have to purchase a usb-c to connect my phone multistop  other from that everything works well so far,good far love new draw back purchase usbc connect phone multistop everything work well far
positive,i was not lied to or ripped off disliked mot knowing there are not many apps made for the mac book.  guess thats why i hung onto my other windows computers,lied ripped disliked mot knowing many apps made book guess thats hung onto window computer
positive,"so far, so good this computer met all my expectations. came well packaged and shrink-wrapped and is definitely new and in perfect  condition. i love the color and the screen quality is wonderful.",far good met expectation came well packaged shrinkwrapped definitely new perfect condition love color screen quality wonderful
positive,"cant go wrong if your macd i use it everyday for my red cross volunteer work. gets tricky switching between my mac, ipad and iphone but thats on me. i wished more apps were compatible over pcs.",cant go wrong macd use everyday red cross volunteer work get tricky switching ipad iphone thats wished apps compatible pc
positive,this is my rd mac. it is the thinnest of all and i love the newer color i love mac laptops. they are reliable and this one has the newest processor which is very fast and the screen has no frame. the only issue that this causes is a lot of finger smudges from opening it or adjusting the screen.,rd thinnest love newer color love laptop reliable one newest processor fast screen frame issue cause lot finger smudge opening adjusting screen
positive,the best and will last for years! works super fast. brilliant screen and multitasking is not a problem even with my $. internet connection.,best last year work super fast brilliant screen multitasking problem even internet connection
positive,solid laptop choice good product. shipped quickly and arrived earlier than expected.  highly recommend.,solid choice good product shipped quickly arrived earlier expected highly recommend
positive,its a good quality its a good quality,good quality good quality
positive,most requested for christmas was given as a christmas gift.,requested christmas given christmas gift
positive,good laptop. i deleted a previous review multistop good computer multistop set-up was complicated and frustrating due to security concerns.  now it is set up and working great!  it was user confusion that was frustrating.,good deleted previous review multistop good multistop setup complicated frustrating due security concern set working user confusion frustrating
positive,great! overall smaller and more sleek than my previous macbook air. its great though. such good quality. i got the extra memory because ive had issues running out in the past. definitely recommend,overall smaller sleek previous though good quality got extra memory ive issue running past definitely recommend
positive,very needed received at the right time to assist with job,needed received right time assist job
positive,the best laptop i ever had once you own one of this you will never buy the windows crap.,best ever one never buy window crap
positive,this magic tv with a keyboard is cool idk what to say but this crazy macbook is awesome apple makes a sweet ass tv. thanks apple for adding the extra keyboard for tapping on zzzzoooommmm multiexclamation  its a really i am trying to figure the ins and outs of this thing always finding new stuff.,magic tv keyboard cool idk say crazy awesome make sweet as tv thanks adding extra keyboard tapping zzzzoooommmm multiexclamation really trying figure in out thing always finding new stuff
positive,"great computer very sleek and light, easy to carry, looks gorgeous.",sleek light easy carry look gorgeous
positive,"new mac air with m chip love how fast it is.  also very light and doesnt get hot.  does not have chrome and i havent used safari in years, but thats ok",new chip love fast also light doesnt get hot chrome havent used safari year thats ok
positive,amazing so far got it quickly and am blown away at how great it has been so far. its as powerful as everyone says it is and battery seems to last quite as long as well. big upgrade from my old one.,amazing far got quickly blown away far powerful everyone say battery seems last quite long well big upgrade old one
positive,great for working on the road i travel alot for work and needed something light but durable . i tried a few laptops but nothing rlly stuck but after this one the search is over!,working road travel alot work needed something light durable tried laptop nothing rlly stuck one search
positive,nice computer love it cant wait to use it,nice love cant wait use
positive,"amazing macbook air i absolutely love my new laptop it is x better than my other laptop because the battery life lasts longer and i can multitask multiple assignments all at the same time; also, it is a very reliable and the resolution and speed is amazing",amazing absolutely love new x better battery life last longer multitask multiple assignment time also reliable resolution speed amazing
positive,"a dramatic improvement. my old  macbook pro finally died, this replacement is an order of magnitude improvement. excellent battery life, fast and responsive, light, great image quality.",dramatic improvement old pro finally died replacement order magnitude improvement excellent battery life fast responsive light image quality
positive,this unit is great! the speed is great compared to the older model i had. the one pain i have is exporting most documents i send out into pdf since almost of the people who i send to are on a window is platform.,unit speed compared older model one pain exporting document send pdf since almost people send window platform
positive,extremely impressed i am extremely happy with the macbook air but more impressed with the simplicity and efficiency of the amazon ordering process.  the lengths amazon has gone to provide an incredible purchasing process is impressive.  amazon has a customer for life,extremely impressed extremely happy impressed simplicity efficiency amazon ordering process length amazon gone provide incredible purchasing process impressive amazon customer life
neutral,not good for multitasking this laptop couldnt keep up with the multiple tabs i usually have open for work or school.,good multitasking couldnt keep multiple tab usually open work school
positive,perfect amazing,perfect amazing
positive,it a macbook bought this for my daughter and now my wife wants one too!very thin and light weight.,bought daughter wife want one toovery thin light weight
positive,i saved $ with amazon multiexclamation  this little puppy gets the job done at half the price of the bigger one. great deal from amazon.,saved amazon multiexclamation little puppy get job done half price bigger one deal amazon
positive,absolutely awesome! love it!,absolutely awesome love
positive,finally the m this macbook is amazing. i have been waiting years for apple to get away from intel. the m chip is amazing. the battery lasts all day. if you are on the fence about a new laptop its time to make the leap.,finally amazing waiting year get away intel chip amazing battery last day fence new time make leap
positive,"very nice it is a great computer, very sturdy and strong. you have to take good care of it, though, if you get little crumbs inside the keyboard, it will obviously stop working. also, the gold color is not really gold, it is more of a pink shade.",nice sturdy strong take good care though get little crumb inside keyboard obviously stop working also gold color really gold pink shade
positive,m chip is fast new m chip is fast! great performance for normal everyday tasks multistop  overpriced as usual.,chip fast new chip fast performance normal everyday task multistop overpriced usual
positive,best laptop on the market. m chip blows away any laptop on the market. it even blows away the pro version of this laptop. no internal fan and loss of efficiency is virtually non existent. highly recommend,best market chip blow away market even blow away pro version internal fan loss efficiency virtually non existent highly recommend
positive,"very good computer good value,i  use it for music productionjust get a gb memory for a better experience.",good good valuei use music productionjust get gb memory better experience
positive,resea en espaol. excelente computadora. las caractersticas son las solicitadas y lleg en el tiempo estimado. vale la pena el cambio a chip m.,resea en espaol excelente computadora la caractersticas son la solicitadas lleg en el tiempo estimado vale la pena el cambio chip
positive,"great computer! replaced a wonderful  macbook pro. much lighter, faster, clearer, computer. mac just keeps getting better and better. such a class act.",replaced wonderful pro much lighter faster clearer keep getting better better class act
positive,it will be nice to have a usb and cd player in there my child is taking class on this laptop,nice usb cd player child taking class
positive,"hey, it is an apple. what more needs to be said. saved $ over the price at the apple store. good deal for an apple.",hey need said saved price store good deal
positive,everything good except camera quality everything works amazing. although choice of camera has very low quality.,everything good except camera quality everything work amazing although choice camera low quality
positive,excellent product first time using an apple laptop. the battery life is unbelievable. great choice i made on macbookair.,excellent product first time using battery life unbelievable choice made macbookair
positive,music i bought this exclusivley for working on music and it excells at that,music bought exclusivley working music excells
positive,pleasant experience returning to mac after  years. and with m macbook air it is a pleasant experience. everything working smoothly as expected. happy to be back!,pleasant experience returning year pleasant experience everything working smoothly expected happy back
positive,"worth the wait! well worth the wait! this laptop is fast, quite, very light, and it looks great love the ability to login quickly, the screen, and keyboard feel. great job apple multiexclamation ",worth wait well worth wait fast quite light look love ability login quickly screen keyboard feel job multiexclamation
positive,love this apple product. great for business this product is the best purchase ive done for laptops. i do accounting and wanted a secure apple product. its fast and sleek and professional.,love product business product best purchase ive done laptop accounting wanted secure product fast sleek professional
positive,great purchase i was worried about ordering a laptop on amazon but i am very pleased. packaged really well and cant believe how pretty it is!,purchase worried ordering amazon pleased packaged really well cant believe pretty
positive,"you can start working seconds after turning it on. we bought this computer out of insistence from my husband. he knew i was not an apple/mac fan, but this computer had made reconsider everything related to electronics. it is fast, efficient and simple.",start working second turning bought insistence husband knew applemac fan made reconsider everything related electronics fast efficient simple
positive,great computer. great price! took a chance on an $ macbook air. figured it was a refurb (since its typically $). but it was brand new. shirnkwrapped and all!,price took chance figured refurb since typically brand new shirnkwrapped
positive,black screen of death  months  computers multiexclamation  trash black screen of death with  of these computers  multiexclamation  dont waste your money multiexclamation  garbage multiexclamation ,black screen death month computer multiexclamation trash black screen death computer multiexclamation dont waste money multiexclamation garbage multiexclamation
positive,very good im very satisfied. it works good and fast better than my imac(late ). but the camera is little poor.,good im satisfied work good fast better imaclate camera little poor
positive,love it. i do not use it much im starting online college in the next few months. its my first apple laptop so im pretty happy with it. i do use it at times and it never heats up.,love use much im starting online college next month first im pretty happy use time never heat
positive,"small laptop packs a huge punch saying i love my new macbook air is an understatement.  it was super easy to set up, processes quickly and the battery life lasts a long time.  arrived quicker than anticipated and the gold color is beautiful in person.",small pack huge punch saying love new understatement super easy set process quickly battery life last long time arrived quicker anticipated gold color beautiful person
positive,love this laptop this laptop is better than i expected. i highly recommend this laptop to anyone in the market of purchasing one,love better expected highly recommend anyone market purchasing one
positive,"no other laptop comes close long battery life, super fast processing speed, cool fanless operation, lightweight, high build quality.  the m is an amazing step above intel based laptops.  easily my best laptop in last  years.",come close long battery life super fast processing speed cool fanless operation lightweight high build quality amazing step intel based laptop easily best last year
positive,great computet that battery life is on point. it has listed me days with my normal use. i cant really speak to camera quality. i havent been using it. screen quality is good.,computet battery life point listed day normal use cant really speak camera quality havent using screen quality good
positive,excelente equipo excelent.,excelente equipo excelent
positive,good choice good price and good delivery,good choice good price good delivery
positive,"small compact, very clear sharp picture, easy to use - excellent product i like that it is small and compact and easy to use.  using it daily for many hours and hardly drains the battery at all.",small compact clear sharp picture easy use excellent product like small compact easy use using daily many hour hardly drain battery
positive,a high quality and quick speed mac laptop i use this product for download the software from mac and watch high clear quality video.,high quality quick speed use product download software watch high clear quality video
positive,"fast portable just awesome meet and exceed all my expectations makes my  macbook pro, macbookpro and  imac feel obsolete. my old iphone app like my q-see camera app can now be opened on my m wow",fast portable awesome meet exceed expectation make pro macbookpro imac feel obsolete old iphone app like qsee camera app opened wow
positive,"fast, quiet and good battery it is a great product, the battery the best of all, i charge it every  days with heavy use.",fast quiet good battery product battery best charge every day heavy use
positive,love it i am absolutely in love with my new computer. still getting used to the commands of a mac but i love it.,love absolutely love new still getting used command love
positive,best macbook in a long time works great!  rosetta makes installing old mac apps easy.  performance is amazing at a relatively affordable (for apple) price.  best macbook to be released in some time.,best long time work rosetta make installing old apps easy performance amazing relatively affordable price best released time
positive,great laptop! great laptop! nice and easy to work!,nice easy work
positive,best mac to date the best part of the mac is the battery life. not to take away from its sleek design and extremely light weight.,best date best part battery life take away sleek design extremely light weight
negative,"familiar macbook experience with beautiful screen but limited functionality this might be one of the best macbooks currently in the market, but it has limited functionality compared to windows pcs and even certain chromebook features. the macbook air has a beautiful screen but no touchscreen support. it also has an excellent trackpad. however, the macbook does not allow you to perform certain basic features without paying for additional software to access them. for example, you cannot snap multiple windows next to each other as you simply would on windows pcs and chromebooks.",familiar experience beautiful screen limited functionality might one best macbooks currently market limited functionality compared window pc even certain chromebook feature beautiful screen touchscreen support also excellent trackpad however allow perform certain basic feature without paying additional software access example snap multiple window next simply would window pc chromebooks
positive,"so far is worth every penny the image, sound and speed is great. this was a gift for my daughter. she started using it tiday so do not know about battery life yet.she is really happy.",far worth every penny image sound speed gift daughter started using tiday know battery life yetshe really happy
neutral,"macbook vs laptop battery life was wonderful. however, multiple issues with interacting with zoom; which was a central reason for purchasing the macbook. i have an apple phone and thought a macbook would be a great addition. unfortunately, that was not  the case for me. if you arent familiar with macbooks, it takes some adjusting to go from a laptop to a macbook. i ended up returning the macbook and purchased a laptop instead.",v battery life wonderful however multiple issue interacting zoom central reason purchasing phone thought would addition unfortunately case arent familiar macbooks take adjusting go ended returning purchased instead
positive,very good laptop best seller and good product,good best seller good product
positive,loving it have been wanting one for a while great purchase and the m chip is well worth it,loving wanting one purchase chip well worth
positive,best bang for your buck! i never thought i would be saying an apple product is best value for the money. this laptop does everything we need and more!,best bang buck never thought would saying product best value money everything need
positive,"amazing product, great price! i have waited a long time to buy a mac and i am not disappointed! i was surprised at what is inside the machine, incredible! great price!",amazing product price waited long time buy disappointed surprised inside machine incredible price
positive,"all that glitters is gold i ordered the gold mac, and dressed it up nicely. this is by far the fastest computer i ever owned. theres absolutely no delay in any program you run.",glitter gold ordered gold dressed nicely far fastest ever owned there absolutely delay program run
positive,"as described very lightweight. super fast.i only dislike that i have to buy apps that are free on my phone, but this is a great pc for what i need",described lightweight super fasti dislike buy apps free phone need
positive,"best purchase i made  multiexclamation  i loveeee it  ita everything i wanted, it works beautifully and it came fast and safe worth every penny  multiexclamation ",best purchase made multiexclamation loveeee ita everything wanted work beautifully came fast safe worth every penny multiexclamation
positive,"the best great screen, surprisingly amazing speakers, unparalleled speed and battery life.",best screen surprisingly amazing speaker unparalleled speed battery life
positive,awesome! this was a value replacement for my  year old macbook pro. the touch id pad makes my life easier.,awesome value replacement year old pro touch id pad make life easier
positive,very nice monitor for the price now that i am working at home part-time decided to upgrade my office. very happy with this monitor - bought  and have them side by side.,nice monitor price working home parttime decided upgrade office happy monitor bought side side
positive,its perfect. i wish i had got applecare as i thought i had ordered. but i said it up its fine. its perfect. i wish i had got applecare as i thought i had ordered. but i said it up its fine.,perfect wish got applecare thought ordered said fine perfect wish got applecare thought ordered said fine
positive,easy out of the box set up this was the easiest laptop set up ever! love the rose gold color. very easy to use and love the long battery life!,easy box set easiest set ever love rose gold color easy use love long battery life
positive,ease of use easy to use and fast,ease use easy use fast
positive,amazing laptop came on time and without a scratch. save money and buy from here,amazing came time without scratch save money buy
positive,"i really thought it was a touch screen, i was not careful its a very good laptop i like it, too bad is not touchscreen and i wanted like that.",really thought touch screen careful good like bad touchscreen wanted like
neutral,"disappointed to hard to set up and use. not real computer literate, old man. always used android computers. first macbook and at this point would not buy again.  have iphone, ipad, and i something for music. those are easy to use. not the macbook. bought brand new, will not buy a macbook next time. havent used it once since i got it. heard they were so much better than androids. dont think so.",disappointed hard set use real literate old man always used android computer first point would buy iphone ipad something music easy use bought brand new buy next time havent used since got heard much better android dont think
positive,great laptop. no complains so far.  very fast and performs great.  i had a  macbook air and finally upgraded this year.  this is leagues beyond that entry and im very happy with this upgrade.,complains far fast performs finally upgraded year league beyond entry im happy upgrade
positive,very amazing multiexclamation   i love it! it was everything i asked for! it came on time and it was amazing! it was delivered with care and everything works amazingly great!,amazing multiexclamation love everything asked came time amazing delivered care everything work amazingly
positive,just amazing the m is so fast. and i really like that they changed to keyboard on this model. they are raised more so i can actually feel when i'm pressing on them.,amazing fast really like changed keyboard model raised actually feel im pressing
positive,can not open more than  safari windows open at a time  after that there is extreme slow down the only issue is that ican not use more than  safari windowsopen at a time with no other apps openafter that any more applications cause extreme slow down,open safari window open time extreme slow issue ican use safari windowsopen time apps openafter application cause extreme slow
positive,"love apple! its a great buy. only issue i have is the front camera is not clear, i needed to buy a webcam",love buy issue front camera clear needed buy webcam
positive,"love the laptop still learning how to use it, but for college the laptop is amazing.",love still learning use college amazing
positive,came damaged not sure what happened. but it came with a dent on screen. but still works great.,came damaged sure happened came dent screen still work
positive,you need this laptop its perfection other being delivered late. it was perfect gpu and cpu are crazy fast so is the ssd and ram. it may be the best computer i have ever have had.,need perfection delivered late perfect gpu cpu crazy fast ssd ram may best ever
positive,"ofrece la mejor relacin calidad-precio muy buen producto, muy buena portabilidad y desempeo",ofrece la mejor relacin calidadprecio muy buen producto muy buena portabilidad desempeo
positive,excelente previa experiencia con el producto para uso personal y trabajo,excelente previa experiencia con el producto para uso personal trabajo
positive,its performance may shock you i have had no issues whatsoever.  i got it for recording music and so far itsbworked beautifully.  no latency issues at all.,performance may shock issue whatsoever got recording music far itsbworked beautifully latency issue
positive,"love, love, love it! the ease of set up and linking to all of my other apple products was fantastic. this is fast, responsive and beautiful. love it multiexclamation ",love love love ease set linking product fantastic fast responsive beautiful love multiexclamation
positive,battery life this is the best mac out there. so light and sleek and tbh the battery m is insane,battery life best light sleek tbh battery insane
positive,"perfect condition delivered in perfect condition, gold color looks different in different light conditions.i am happy with this product!",perfect condition delivered perfect condition gold color look different different light conditionsi happy product
positive,mac laptop i have bought several for my company! great value and great product,bought several company value product
positive,m chip is  this was a great purchase! im enjoying the m-chip and the great screen! would definitely buy again.,chip purchase im enjoying mchip screen would definitely buy
positive,awesome deal love it great price and as advertised,awesome deal love price advertised
positive,"almost great almost, since yesterday i was editing some videos and at some point it freezed a little.",almost almost since yesterday editing video point freezed little
positive,"extremely powerful, long battery life, and absolutely noise-less way beyond my expectation. this macbook shows outstanding performances when running machine learning programs and heavy illustration programs.it does not get hot at all, and most of all, it is super silent.",extremely powerful long battery life absolutely noiseless way beyond expectation show outstanding performance running machine learning program heavy illustration programsit get hot super silent
positive,love my new macbook love my new macbook. it is shipped as stated and was packed well. came fast and was easy to set up.,love new love new shipped stated packed well came fast easy set
positive,no usb im annoyed there are no usb ports,usb im annoyed usb port
positive,"excellent laptop. it is light, it does not get hot at all, it looks and feels good. not a computer expert but very happy with this computer.",excellent light get hot look feel good expert happy
positive,pleased great computer. arrived quickly!,pleased arrived quickly
positive,"best choice highy recomended, lightweight, portable, easy to carry",best choice highy recomended lightweight portable easy carry
positive,"excellent i got it for  days ago and it is just awesome!i have no complaints, highly recommend to buy it",excellent got day ago awesomei complaint highly recommend buy
positive,"awesome machine i have a macbook pro for work, and picked up this air for personal use. i love that it is small, lightweight, and powerful. i would recommend.",awesome machine pro work picked personal use love small lightweight powerful would recommend
positive,powerful missing,powerful missing
positive,its top knotch multiexclamation  it was a great buy and will highly recommend for others.,top knotch multiexclamation buy highly recommend others
positive,"buy apple for valentines. front facing camera is only p, but everything else is perfect. rose gold matches her apple watch, and made for an excellent follow up gift from last years valentine.",buy valentine front facing camera p everything else perfect rose gold match watch made excellent follow gift last year valentine
negative,"it was alemon, return process is pain laptop worked for a couple of days and then promptly failed. battery completely died (stopped holding charge) and power supply also failed! i had to go to an apple store to power it back up and wipe it out to return it. worst thing about this experience is the return policy; my only option is ups pickup. i have been staying home all day for  days but ups has not shown up. amazon support is also a joke.",alemon return process pain worked couple day promptly failed battery completely died stopped holding charge power supply also failed go store power back wipe return worst thing experience return policy option ups pickup staying home day day ups shown amazon support also joke
positive,excelente todo bien.  se la compre a mi hija para uso en la universidad.,excelente todo bien se la compre mi hija para uso en la universidad
positive,""" a must-have by all means!"" ""it is an amazing work of art created for longevity usage and fashioned for designed purpose"".",musthave mean amazing work art created longevity usage fashioned designed purpose
positive,"great choice i like the quality, color, better if the handle was in leather",choice like quality color better handle leather
positive,great little mac the battery life is amazing multiexclamation its a great laptop. i love the rose color i got.,little battery life amazing multiexclamation love rose color got
positive,does the job for me i really enjoy my macbook! has became essential since ive gotten used to it!,job really enjoy became essential since ive gotten used
positive,from pc to. macbook  multistop  i made it! love my new macbook air multiexclamation   using it all the time  took awhile to get used to the mac after having  a pc  multistop  but im getting there ,multistop made love new multiexclamation using time took awhile get used multistop im getting
positive,amazing laptop i just updated from a  year old mac and there is no comparison of course. the mac is awesome.,amazing updated year old comparison course awesome
positive,"works great, good value i do not do gaming",work good value gaming
positive,very happy it was time multistop my  laptop was showing some signs of wear and out-dating. it did not take much adjustment to upgrade my brain. ;-),happy time multistop showing sign wear outdating take much adjustment upgrade brain
positive,best laptop of  and  multistop so far) battery life +++++screen *****no fan = no noise and it stays cool to the touch even when running games.,best multistop far battery life screen fan noise stay cool touch even running game
positive,"best laptop ever its so beautiful and great for the value to, this laptop looks like its going to last many years",best ever beautiful value look like going last many year
positive,very nice laptop very clear quality screen. battery is surprisingly long lasting. safely packaged.,nice clear quality screen battery surprisingly long lasting safely packaged
positive,good to buy for a gift or school my battery life last for two days  screen quality very good i love that it has a thumb print i recommend,good buy gift school battery life last two day screen quality good love thumb print recommend
positive,"excelente rendimiento muy satisfecho con la macbook air, muy rpida, cmoda y verstil.",excelente rendimiento muy satisfecho con la muy rpida cmoda verstil
positive,super macbook product is completely brand new. i cant see a flaw on it. i totally love it. now my wife want one ,super product completely brand new cant see flaw totally love wife want one
positive,love it! i got this laptop for christmas and absolutely love it! it is so lightweight but very powerful. the camera quality is also great! highly recommend!,love got christmas absolutely love lightweight powerful camera quality also highly recommend
positive,"love it its super fast and runs my projects on logic pro really great i love it, great for music production especially on the go",love super fast run project logic pro really love music production especially go
positive,great buy great quality and value!  my fianc talked me into buying mac and i couldnt be happier!,buy quality value fianc talked buying couldnt happier
positive,best best computer ever. i have been a pc guy my entire life. i did not know what i was missing.,best best ever guy entire life know missing
positive,loveeeeeeee my baby multiexclamation  < nothing but the best :) <its so light and cute!,loveeeeeeee baby multiexclamation nothing best light cute
positive,need a tutorial home and office,need tutorial home office
positive,"i made the switch! switching from pc to mac was a breeze with this computer!  light weight, fast processing and now all of my devices are synced.",made switch switching breeze light weight fast processing device synced
neutral,"not what i imagined it would be yes, there are ""thousands "" of apps available as advertised. they do not include popular apps such as amazon, facebook, spectrum  instagram or sprint. work related apps like indeed and linkedin. other apps for stores we like to shop at.  you can access these website on the browser. fyi, that is how i accessed websites on my very first laptop multistop in .  works great for reading email and facetime.",imagined would yes thousand apps available advertised include popular apps amazon facebook spectrum instagram sprint work related apps like indeed linkedin apps store like shop access website browser fyi accessed website first multistop work reading email facetime
positive,what can you say? solid product and a good value.,say solid product good value
neutral,had to take to apple had to take computer to apple care center because after spending  hours in the phone with apple support they couldnt help me anymore. thankfully  computer was under warranty so i didnt pay  and they were able to fix it but the closest apple care was  hours from my home. computer works great now though!,take take care center spending hour phone support couldnt help anymore thankfully warranty didnt pay able fix closest care hour home work though
positive,speed very fast computer.  lots pf fun for a first time apple user.,speed fast lot pf fun first time user
positive,"great product! i love my new mac but i hope they will put more protection on the external box. the main package got a lot of dent but luckily, the macbook was not damaged.",product love new hope put protection external box main package got lot dent luckily damaged
positive,"better than any computer we have ever owned good solid computer for paying bills, writing, a d playing a few games. my wife uses it all the time.",better ever owned good solid paying bill writing playing game wife us time
positive,"love it, now i can finally go to starbucks i can finally go to starbucks like an actual human being!",love finally go starbucks finally go starbucks like actual human
positive,excepcional mac es lo mejor,excepcional e lo mejor
positive,great product! purchased for my sister. she has used it for her schooling and loved it.,product purchased sister used schooling loved
positive,looking into buying this product? omg i'm loving my new computer. it is working great. perfect size for me and very light-weight. has touch id as well.,looking buying product omg im loving new working perfect size lightweight touch id well
positive,love it! these new macbook airs have come a long way since my last one. its a great little computer for the price,love new air come long way since last one little price
positive,"fast, great battery life terrific performance multistop  really snappy browsing the web multistop  beautiful display multistop  and amazing battery life multistop  very happy with the purchase multistop ",fast battery life terrific performance multistop really snappy browsing web multistop beautiful display multistop amazing battery life multistop happy purchase multistop
positive,"awesome personal macbook light, powerful, and impressive. i'm very happy with the purchase.",awesome personal light powerful impressive im happy purchase
negative,"too tiny i purchased this for my wife figuring that professionals are fine working with -inch macbook pros and she only needed the air, base package, which we received in such a tiny box that we did not dare open it up because it was so incredibly tiny that whatever was inside had to be minuscule and our older, more experienced, tired eyes could not have dealt with such a toy. i sent it back unopened today. still not sure there was a macbook air in there, it was so miniature in size.",tiny purchased wife figuring professional fine working inch pro needed base package received tiny box dare open incredibly tiny whatever inside minuscule older experienced tired eye could dealt toy sent back unopened today still sure miniature size
positive,impressive. everything i expected and more.,impressive everything expected
positive,"/ recommend / recommend, battery life is fantastic i charged it when i first got it and its still at %",recommend recommend battery life fantastic charged first got still
positive,its so good battery life and screen quality,good battery life screen quality
positive,"excellent screen quality excellent screen quality, user friendly.",excellent screen quality excellent screen quality user friendly
positive,"if youre planning to use the built in camera, foegettaboutit. this wouldve been the perfect laptop if it wasnt for those pesky kids, and that mangy mutt. in other words, the built in camera, sucks.",youre planning use built camera foegettaboutit wouldve perfect wasnt pesky kid mangy mutt word built camera suck
